x/c,y/c,z/c,p_kinematic_m2_s2,p_physical_Pa,Cp,surface_area_m2
0.01944729747871558,-0.033333333830038704,-0.023290698726971943,101188.7578125,123956.22832031251,105.37515596058186,0.00013774079627228166
0.01944729747871558,0.033333333830038704,0.023290698726971943,96387.2734375,118074.40996093751,100.3750237740059,0.00013774079627228166
0.02025885507464409,-0.033333333830038704,0.023735847945014637,96462.21875,118166.21796875,100.45306973646187,0.0001399551233156528
0.02025885507464409,0.033333333830038704,-0.023735847945014637,101183.8828125,123950.25644531251,105.3700792712696,0.0001399551233156528
0.020669570192694664,-0.033333333830038704,-0.023957097282012303,101183.8828125,123950.25644531251,105.3700792712696,0.0001399551233156528
0.020669570192694664,0.033333333830038704,0.023957097282012303,96462.21875,118166.21796875,100.45306973646187,0.0001399551233156528
0.021500830228130024,-0.033333333830038704,0.024397052824497223,96533.4765625,118253.50878906251,100.52727563905346,0.00014220456908896865
0.021500830228130024,0.033333333830038704,-0.024397052824497223,101177.1796875,123942.0451171875,105.36309882346524,0.00014220456908896865
0.021921375145514805,-0.033333333830038704,-0.024615759029984474,101177.1796875,123942.0451171875,105.36309882346524,0.00014220456908896865
0.021921375145514805,0.033333333830038704,0.024615759029984474,96533.4765625,118253.50878906251,100.52727563905346,0.00014220456908896865
0.02277228112022082,-0.033333333830038704,0.025050700331727665,96598.96875,118333.73671875,100.59547738024688,0.00014448925118575073
0.02277228112022082,0.033333333830038704,-0.025050700331727665,101168.9296875,123931.9388671875,105.35450750309064,0.00014448925118575073
0.02320264217754205,-0.033333333830038704,-0.0252669354279836,101168.9296875,123931.9388671875,105.35450750309064,0.00014448925118575073
0.02320264217754205,0.033333333830038704,0.0252669354279836,96598.96875,118333.73671875,100.59547738024688,0.00014448925118575073
0.02407314380009969,-0.033333333830038704,0.02569708041846752,96656.3671875,118404.04980468751,100.65525051546675,0.00014681043915100602
0.02407314380009969,0.033333333830038704,-0.02569708041846752,101159.296875,123920.13867187501,105.3444761602669,0.00014681043915100602
0.0245132843653361,-0.033333333830038704,-0.025910990312695503,101159.296875,123920.13867187501,105.3444761602669,0.00014681043915100602
0.0245132843653361,0.033333333830038704,0.025910990312695503,96656.3671875,118404.04980468751,100.65525051546675,0.00014681043915100602
0.025403383498390514,-0.033333333830038704,0.026336508492628734,96703.09375,118461.28984375001,100.70391025709597,0.00014916993934109684
0.025403383498390514,0.033333333830038704,-0.026336508492628734,101148.5234375,123906.94121093751,105.33325700231559,0.00014916993934109684
0.025853342066208523,-0.033333333830038704,-0.02654811677833398,101148.5234375,123906.94121093751,105.33325700231559,0.00014916993934109684
0.025853342066208523,0.033333333830038704,0.02654811677833398,96703.09375,118461.28984375001,100.70391025709597,0.00014916993934109684
0.026763053610920906,-0.033333333830038704,0.026969192549586296,96737.59375,118503.55234375001,100.7398375968443,0.00015156664916283897
0.026763053610920906,0.033333333830038704,-0.026969192549586296,101136.828125,123892.614453125,105.32107782939819,0.00015156664916283897
0.027222806587815285,-0.033333333830038704,-0.027178660035133362,101136.828125,123892.614453125,105.32107782939819,0.00015156664916283897
0.027222806587815285,0.033333333830038704,0.027178660035133362,96737.59375,118503.55234375001,100.7398375968443,0.00015156664916283897
0.02815215972562631,-0.033333333830038704,0.027595485250155132,96761.390625,118532.703515625,100.76461900012178,0.00015400304940599668
0.02815215972562631,0.033333333830038704,-0.027595485250155132,101124.28125,123877.24453125,105.30801186299516,0.00015400304940599668
0.028621759886542957,-0.033333333830038704,-0.027802842979629833,101124.28125,123877.24453125,105.30801186299516,0.00015400304940599668
0.028621759886542957,0.033333333830038704,0.027802842979629833,96761.390625,118532.703515625,100.76461900012178,0.00015400304940599668
0.029570849612355232,-0.033333333830038704,0.028215495869517326,96775.171875,118549.58554687501,100.77897041029298,0.00015647706491897192
0.029570849612355232,0.033333333830038704,-0.028215495869517326,101111.09375,123861.08984375001,105.29427876754788,0.00015647706491897192
0.030050339177250862,-0.033333333830038704,-0.028420791029930115,101111.09375,123861.08984375001,105.29427876754788,0.00015647706491897192
0.030050339177250862,0.033333333830038704,0.028420791029930115,96775.171875,118549.58554687501,100.77897041029298,0.00015647706491897192
0.03101923813422521,-0.033333333830038704,0.02882943240304788,96782.1796875,118558.1701171875,100.78626815117936,0.00015899186120120717
0.03101923813422521,0.033333333830038704,-0.02882943240304788,101097.4375,123844.36093750001,105.28005752889752,0.00015899186120120717
0.031508647526303925,-0.033333333830038704,-0.029032778615752857,101097.4375,123844.36093750001,105.28005752889752,0.00015899186120120717
0.031508647526303925,0.033333333830038704,0.029032778615752857,96782.1796875,118558.1701171875,100.78626815117936,0.00015899186120120717
0.032497454434633255,-0.033333333830038704,0.029437558104594547,96787.3984375,118564.56308593751,100.7917028121739,0.00016154749374499525
0.032497454434633255,0.033333333830038704,-0.029437558104594547,101083.390625,123827.153515625,105.26542950424455,0.00016154749374499525
0.032996851950883865,-0.033333333830038704,-0.029638991380731266,101083.390625,123827.153515625,105.26542950424455,0.00016154749374499525
0.032996851950883865,0.033333333830038704,0.029638991380731266,96787.3984375,118564.56308593751,100.7917028121739,0.00016154749374499525
0.034005689124266304,-0.033333333830038704,0.030040015776952107,96795.640625,118574.65976562501,100.80028599682845,0.00016414287969849183
0.034005689124266304,0.033333333830038704,-0.030040015776952107,101069.0078125,123809.5345703125,105.25045164362936,0.00016414287969849183
0.03451512878139814,-0.033333333830038704,-0.030239606897036236,101069.0078125,123809.5345703125,105.25045164362936,0.00016414287969849183
0.03451512878139814,0.033333333830038704,0.030239606897036236,96795.640625,118574.65976562501,100.80028599682845,0.00016414287969849183
0.03554413467645645,-0.033333333830038704,0.030636977404356003,96808.0703125,118589.8861328125,100.8132299274307,0.0001667810522023818
0.03554413467645645,0.033333333830038704,-0.030636977404356003,101054.2734375,123791.48496093751,105.23510767561186,0.0001667810522023818
0.036063700914382935,-0.033333333830038704,-0.030834756791591644,101054.2734375,123791.48496093751,105.23510767561186,0.0001667810522023818
0.036063700914382935,0.033333333830038704,0.030834756791591644,96808.0703125,118589.8861328125,100.8132299274307,0.0001667810522023818
0.03711302081743876,-0.033333333830038704,0.031228598207235336,96823.546875,118608.844921875,100.82934678885313,0.00016946130732107542
0.03711302081743876,0.033333333830038704,-0.031228598207235336,101039.390625,123773.25351562501,105.21960912891336,0.00016946130732107542
0.03764277448256811,-0.033333333830038704,-0.03142466023564339,101039.390625,123773.25351562501,105.21960912891336,0.00016946130732107542
0.03764277448256811,0.033333333830038704,0.03142466023564339,96823.546875,118608.844921875,100.82934678885313,0.00016946130732107542
0.03871257851521174,-0.033333333830038704,0.03181504209836324,96841.140625,118630.39726562501,100.84766843040956,0.0001721839558579568
0.03871257851521174,0.033333333830038704,-0.03181504209836324,101024.4375,123754.9359375,105.2040373607344,0.0001721839558579568
0.039252628882726036,-0.033333333830038704,-0.03200936193267504,101024.4375,123754.9359375,105.2040373607344,0.0001721839558579568
0.039252628882726036,0.033333333830038704,0.03200936193267504,96841.140625,118630.39726562501,100.84766843040956,0.0001721839558579568
0.04034309461712837,-0.033333333830038704,0.03239637737472852,96861.421875,118655.24179687501,100.86878875966379,0.00017495136899618166
0.04034309461712837,0.033333333830038704,-0.03239637737472852,101009.3671875,123736.4748046875,105.18834355675466,0.00017495136899618166
0.04089350998401642,-0.033333333830038704,-0.03258907298247019,101009.3671875,123736.4748046875,105.18834355675466,0.00017495136899618166
0.04089350998401642,0.033333333830038704,0.03258907298247019,96861.421875,118655.24179687501,100.86878875966379,0.00017495136899618166
0.042004819959402084,-0.033333333830038704,0.03297282879551252,96884.9140625,118684.0197265625,100.89325286985925,0.00017776279051576543
0.042004819959402084,0.033333333830038704,-0.03297282879551252,100994.1875,123717.87968750001,105.17253585269421,0.00017776279051576543
0.042565714567899704,-0.033333333830038704,-0.033163889000813164,100994.1875,123717.87968750001,105.17253585269421,0.00017776279051576543
